sampleID	band	species	location	site	nest	year	age	sex	experiment	treatment	cap_doy	cap_num	age	mass	bhead	fwing	dist_time	latency	sseries_type	cort1_raw	cort1_correct	glucose1	buty	bleed2_time	cort2_raw	cort2_correct	glucose2	inject1_type	inject1_dose	inject1_time	inject2_type	inject2_dose	inject2_time	bleed3_time	cort3_raw	cort3_correct	glucose3	release	fate	micro_nb	blood_nb	bolus_nb	lifetag_nb	notes
P19N305	278172437	TRES	Ithaca	Turkey_Hill	106	2019	Nestling	Unknown	Light	Light	167		12	16	23.7	37	00-Jan-00	00-Jan-00	B_S_D	0.5	0.63			00-Jan-00	30.68	38.08		Dex	7	00-Jan-00				00-Jan-00	4.08	5.07			Fledged		190508			
P19N323	278172410	TRES	Ithaca	Unit_4	95	2019	Adult	F	Light	Light	168	3	ASY	19			00-Jan-00	00-Jan-00	M	0	0.47																	00-Jan-00			190533		61340052	New life tag and PIT were put @midnight
P19N324	272107290	TRES	Ithaca	Turkey_Hill	97	2019	Adult	F	Light	Light_Control	168	3	ASY	18.5			00-Jan-00	00-Jan-00	B_S	0.4	0.47																	00-Jan-00			190534			
P19N328	278172438	TRES	Ithaca	Turkey_Hill	121	2019	Nestling	Unknown	Light	Light_Control	168		12	24	25.9	54	00-Jan-00	00-Jan-00	B_S_D	0.29	0.47			00-Jan-00	23.4	29.05		Dex	11	00-Jan-00				00-Jan-00	4.26	5.29			Fledged		190545			
P19N329	278172439	TRES	Ithaca	Turkey_Hill	121	2019	Nestling	Unknown	Light	Light_Control	168		12	23	25.7	51.5	00-Jan-00	00-Jan-00	B_S_D	1.23	1.53			00-Jan-00	20.85	25.87		Dex	10.5	00-Jan-00				00-Jan-00	6.85	8.51			Fledged		190546			
P19N330	278172440	TRES	Ithaca	Turkey_Hill	121	2019	Nestling	Unknown	Light	Light_Control	168		12	23	26	54	00-Jan-00	00-Jan-00	B_S_D	1.68	2.09			00-Jan-00	19.08	23.68		Dex	10.5	00-Jan-00				00-Jan-00	2.75	3.42			Fledged		190547			
P19N331	278172441	TRES	Ithaca	Turkey_Hill	121	2019	Nestling	Unknown	Light	Light_Control	168		12	21	26.2	52	00-Jan-00	00-Jan-00	B_S_D	0.57	0.71			00-Jan-00	10.36	12.86		Dex	9.5	00-Jan-00				00-Jan-00	4.39	5.45			Fledged		190548			
P19N332	278172442	TRES	Ithaca	Turkey_Hill	121	2019	Nestling	Unknown	Light	Light_Control	168		12	22.5	25.2	51	00-Jan-00	00-Jan-00	B_S_D	0.77	0.96			00-Jan-00	11.45	14.21		Dex	10.5	00-Jan-00				00-Jan-00	3.76	4.67			Fledged		190549			
P19N333	278172443	TRES	Ithaca	Turkey_Hill	121	2019	Nestling	Unknown	Light	Light_Control	168		12	22	25.9	55	00-Jan-00	00-Jan-00	B_S_D	0.46	0.58			00-Jan-00	9.88	12.27		Dex	10	00-Jan-00				00-Jan-00	1.37	1.71			Fledged		190550			
P19N334	281128502	TRES	Ithaca	Unit_2	41	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	168		12	19.5	24.4	44	00-Jan-00	00-Jan-00	B_S_D	2.39	2.53	214		00-Jan-00	9.62	10.18	263	Dex	9	00-Jan-00				00-Jan-00	5.75	6.09	249		Fledged		190551			
P19N335	281128503	TRES	Ithaca	Unit_2	41	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	168		12	18.5	24.4	42	00-Jan-00	00-Jan-00	B_S_D	1.16	1.23	218		00-Jan-00	15.14	16.01	270	Dex	8.5	00-Jan-00				00-Jan-00	4.23	4.48	265		Fledged		190552			
P19N336	281128808	TRES	Ithaca	Unit_2	75	2019	Nestling	Unknown	Color_Stressor	Control_Dull	168		12	13.5	23.2	31	00-Jan-00	00-Jan-00	B_S_D	0.27	0.47	227		00-Jan-00	0.57	0.61	265	Dex	6.5	00-Jan-00				00-Jan-00	1.15	1.22	246		Fledged		190557			
P19N337	281128809	TRES	Ithaca	Unit_2	75	2019	Nestling	Unknown	Color_Stressor	Control_Dull	168		12	14.5	23.2	35	00-Jan-00	00-Jan-00	B_S_D	0	0.47	197		00-Jan-00	0.39	0.47	190	Dex	7	00-Jan-00				00-Jan-00	1.49	1.58	245		Fledged		190558			
P19N338	281128812	TRES	Ithaca	Unit_2	75	2019	Nestling	Unknown	Color_Stressor	Control_Dull	168		12	9.25	22.1	24	00-Jan-00	00-Jan-00	B_S_D	0.14	0.47	190		00-Jan-00	0.02	0.47	252												Died		190561			
P19N339	240151291	TRES	Ithaca	Unit_1	302	2019	Adult	M			168	1	AHY	19.75	28.8	115	00-Jan-00		B_S																			00-Jan-00			190563			
P19N342	278172305	TRES	Ithaca	Unit_2	94	2019	Nestling	Unknown	Color_Stressor	Predator_Control	169		15	14.25			00-Jan-00		A30									Cortro	5.5	00-Jan-00					27.99	29.61	230		Died		190566			
P19N344	281128745	TRES	Ithaca	Unit_1	105	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	169		15	14.5			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	14.53	15.37	205		Fledged		190569			
P19N345	281128746	TRES	Ithaca	Unit_1	105	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	169		15	13.5			00-Jan-00		A30									Cortro	5.5	00-Jan-00				00-Jan-00	14.28	15.11	184		Fledged		190570			
P19N347	281128749	TRES	Ithaca	Unit_2	29	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	169		12	22	24.9	45	00-Jan-00	00-Jan-00	B_S_D	0.46	0.49	208		00-Jan-00	5.68	6.01	256	Dex	10	00-Jan-00				00-Jan-00	4.83	5.11	234		Fledged		190572			
P19N348	281128750	TRES	Ithaca	Unit_2	29	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	169		12	21	24.5	38.5	00-Jan-00	00-Jan-00	B_S_D	0.17	0.47	176		00-Jan-00	5.6	5.92	207	Dex	9.5	00-Jan-00				00-Jan-00	2.33	2.47	219		Fledged		190573			
P19N349	281128507	TRES	Ithaca	Unit_2	3	2019	Nestling	Unknown	Color_Stressor	Control_Dull	169		12	21.5	26.9	52	00-Jan-00	00-Jan-00	B_S_D	0.29	0.47	183		00-Jan-00	6.63	7.01	195	Dex	10	00-Jan-00					2.94	3.11	234		Fledged		190575			
P19N350	281128509	TRES	Ithaca	Unit_2	3	2019	Nestling	Unknown	Color_Stressor	Control_Dull	169		12	17.5	24	41.5	00-Jan-00	00-Jan-00	B_S_D	0.99	1.05	178		00-Jan-00	4.69	4.96	223	Dex	8	00-Jan-00					1.91	2.02	179		Fledged		190577			
P19N351	281128510	TRES	Ithaca	Unit_2	3	2019	Nestling	Unknown	Color_Stressor	Control_Dull	169		12	23.5	24.4	55.5	00-Jan-00	00-Jan-00	B_S_D	2.02	2.14	199		00-Jan-00	14.24	15.07	243	Dex	11	00-Jan-00				00-Jan-00	4.3	4.56	231		Fledged		190578			
P19N352	281128512	TRES	Ithaca	Unit_2	117	2019	Nestling	Unknown	Color_Stressor	Control_Control	169		12	15	23.4	34	00-Jan-00	00-Jan-00	B_S_D	4.47	4.73	181		00-Jan-00	8.64	9.14	206	Dex	7	00-Jan-00				00-Jan-00	5.3	5.61	208		Fledged		190580			
P19N353	281128513	TRES	Ithaca	Unit_2	117	2019	Nestling	Unknown	Color_Stressor	Control_Control	169		12	11.75	22.5	29	00-Jan-00	00-Jan-00	B_S_D	13.98	14.79	193		00-Jan-00	7.94	8.4	209	Dex	5.5	00-Jan-00				00-Jan-00	4.66	4.93	216		Fledged		190581			
P19N354	278172444	TRES	Ithaca	Unit_4	80	2019	Nestling	Unknown	Light	Light	169		12	23	26.5	55	00-Jan-00	00-Jan-00	B_S_D	2.23	2.77			00-Jan-00	25.59	31.76		Dex	10.5	00-Jan-00				00-Jan-00	9.94	12.34			Fledged		190584			
P19N355	278172446	TRES	Ithaca	Unit_4	80	2019	Nestling	Unknown	Light	Light	169		12	21.5	25.8	56	00-Jan-00	00-Jan-00	B_S_D	5.6	6.96			00-Jan-00	22.49	27.92		Dex	10	00-Jan-00				00-Jan-00	12.47	15.48			Fledged		190586			
P19N356	278172447	TRES	Ithaca	Unit_4	80	2019	Nestling	Unknown	Light	Light	169		12	21.5	25.9	56	00-Jan-00	00-Jan-00	B_S_D	2.32	2.89			00-Jan-00	19.85	24.63		Dex	10	00-Jan-00				00-Jan-00	9.99	12.4			Fledged		190587			
P19N357	278172448	TRES	Ithaca	Unit_4	80	2019	Nestling	Unknown	Light	Light	169		12	23.5	25.9	58	00-Jan-00	00-Jan-00	B_S_D	3.27	4.06			00-Jan-00	18.13	22.51		Dex	11	00-Jan-00				00-Jan-00	10.76	13.36			Fledged		190588			
P19N358	278172449	TRES	Ithaca	Unit_4	80	2019	Nestling	Unknown	Light	Light	169		12	23	26.5	57	00-Jan-00	00-Jan-00	B_S_D	3.14	3.91			00-Jan-00	25.39	31.51		Dex	10.5	00-Jan-00				00-Jan-00	14.31	17.76			Fledged		190589			
P19N359	278172450	TRES	Ithaca	Unit_4	78	2019	Nestling	Unknown	Light	Light_Control	169		12	23	25.5	47	00-Jan-00	00-Jan-00	B_S_D	1.85	2.3			00-Jan-00	25.56	31.73		Dex	10.5	00-Jan-00				00-Jan-00	4.43	5.5			Fledged		190590			
P19N360	278172451	TRES	Ithaca	Unit_4	78	2019	Nestling	Unknown	Light	Light_Control	169		12	25	26.5	56	00-Jan-00	00-Jan-00	B_S_D	2.06	2.56			00-Jan-00	12.48	15.49		Dex	11.5	00-Jan-00				00-Jan-00	9.07	11.26			Fledged		190591			
P19N361	278172452	TRES	Ithaca	Unit_4	78	2019	Nestling	Unknown	Light	Light_Control	169		12	24.5	26.1	57	00-Jan-00	00-Jan-00	B_S_D	0.69	0.86			00-Jan-00	17.71	21.99		Dex	11.5	00-Jan-00				00-Jan-00	6.96	8.64			Fledged		190592			
P19N362	278172454	TRES	Ithaca	Unit_4	78	2019	Nestling	Unknown	Light	Light_Control	169		12	22.5	25.8	51	00-Jan-00	00-Jan-00	B_S_D	0.27	0.47			00-Jan-00	30.15	37.42		Dex	10.5	00-Jan-00				00-Jan-00	12.9	16.02			Fledged		190594			
P19N363	278172455	TRES	Ithaca	Turkey_Hill	51	2019	Nestling	Unknown	Light	Light_Control	169		12	22	24.8	48	00-Jan-00	00-Jan-00	B_S_D	2.03	2.53			00-Jan-00	30.97	38.44		Dex	10	00-Jan-00				00-Jan-00	8.13	10.09			Fledged		190595			
P19N364	278172457	TRES	Ithaca	Turkey_Hill	51	2019	Nestling	Unknown	Light	Light_Control	169		12	22.5	24.4	46	00-Jan-00	00-Jan-00	B_S_D	1.11	1.39			00-Jan-00	9.85	12.23		Dex	10.5	00-Jan-00				00-Jan-00	8.18	10.15			Fledged		190597			
P19N365	278172458	TRES	Ithaca	Turkey_Hill	51	2019	Nestling	Unknown	Light	Light_Control	169		12	23	25.3	50	00-Jan-00	00-Jan-00	B_S_D	0.94	1.17			00-Jan-00	23.77	29.51		Dex	10.5	00-Jan-00				00-Jan-00	7.69	9.55			Fledged		190598			
P19N366	278172459	TRES	Ithaca	Unit_4	61	2019	Adult	M	Light	Mate_Light_Control	170	1	AHY	20	28.3	117	00-Jan-00		B_S	5.36	5.67																	00-Jan-00			190623			
P19N367	278172412	TRES	Ithaca	Unit_4	61	2019	Adult	F	Light	Light_Control	170	3	SY	18.5			00-Jan-00	00-Jan-00	B_S_D	2.79	2.95																	00-Jan-00			190624		61344B34	
P19N373	240150159	TRES	Ithaca	Unit_1	308	2019	Adult	M			170	1	AHY	19.25	29	121	00-Jan-00																					00-Jan-00			190636			
P19N374	278172460	TRES	Ithaca	Unit_4	87	2019	Nestling	Unknown	Light	Light	170		12	23.5	25.2	49	00-Jan-00	00-Jan-00	B_S_D	1.96	2.44			00-Jan-00	34.17	42.4		Dex	11	00-Jan-00				00-Jan-00	4.95	6.15			Fledged		190637			
P19N375	278172461	TRES	Ithaca	Unit_4	87	2019	Nestling	Unknown	Light	Light	170		12	25.5	26.7	52	00-Jan-00	00-Jan-00	B_S_D	0.3	0.47			00-Jan-00	20.36	25.27		Dex	12	00-Jan-00				00-Jan-00	10.16	12.61			Fledged		190638			
P19N376	278172462	TRES	Ithaca	Unit_4	87	2019	Nestling	Unknown	Light	Light	170		12	24	25.1	49	00-Jan-00	00-Jan-00	B_S_D	0.14	0.47			00-Jan-00	21.14	26.24		Dex	11	00-Jan-00				00-Jan-00	3.53	4.38			Fledged		190639			
P19N377	278172463	TRES	Ithaca	Unit_4	87	2019	Nestling	Unknown	Light	Light	170		12	22.5	25.1	48	00-Jan-00	00-Jan-00	B_S_D	1.23	1.53			00-Jan-00	24.14	29.97		Dex	10.5	00-Jan-00				00-Jan-00	9.95	12.36			Fledged		190640			
P19N378	278172464	TRES	Ithaca	Unit_4	87	2019	Nestling	Unknown	Light	Light	170		12	21.5	26.4	52	00-Jan-00	00-Jan-00	B_S_D	0.71	0.89			00-Jan-00	32.15	39.91		Dex	10	00-Jan-00				00-Jan-00	10.75	13.35			Fledged		190641			
P19N379	281128656	TRES	Ithaca	Unit_1	393	2019	Adult	M			170	1	AHY	20.5	29.5	119	00-Jan-00		B_S																						190644			RFID is new but number is not provided on data sheet
P19N386	281128753	TRES	Ithaca	Unit_2	62	2019	Nestling	Unknown	Color_Stressor	Control_Control	171		12	21	25.7	54	00-Jan-00	00-Jan-00	B_S_D	1.29	1.37	180		00-Jan-00	9.11	9.64	188	Dex	9.5	00-Jan-00				00-Jan-00	3.02	3.2	168		Fledged		190656			
P19N387	281128757	TRES	Ithaca	Unit_2	105	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	171		12	22.75	26.1	49	00-Jan-00	00-Jan-00	B_S_D	2.81	2.97	154		00-Jan-00	6.09	6.45	175	Dex	10.5	00-Jan-00				00-Jan-00	3.64	3.86	216		Fledged		190660			
P19N388	281128758	TRES	Ithaca	Unit_2	105	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	171		12	11.5	23.9	36	00-Jan-00	00-Jan-00	B_S_D	9.01	9.53	180		00-Jan-00	20.01	21.17	183	Dex	5.5	00-Jan-00				00-Jan-00	2.27	2.41	161		Fledged		190661			Some of the Dex leaked out.
P19N389	281128751	TRES	Ithaca	Unit_2	62	2019	Nestling	Unknown	Color_Stressor	Control_Control	171		12	14.75	25.4	46	00-Jan-00	00-Jan-00	B_S_D	2.23	2.36	158		00-Jan-00	5.86	6.2	179	Dex	7	00-Jan-00				00-Jan-00	2.42	2.57	203		Fledged		190654			
P19N390	281128756	TRES	Ithaca	Unit_2	105	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	171		12	14.5	24.6	44	00-Jan-00	00-Jan-00	B_S_D	1.19	1.26	184		00-Jan-00	20.65	21.84	182	Dex	7	00-Jan-00				00-Jan-00	4.26	4.51	197		Fledged		190659			
P19N391	278172324	TRES	Ithaca	Turkey_Hill	86	2019	Nestling	Unknown	Light	Light_Control	171		12	12.75	23.4	36	00-Jan-00	00-Jan-00	B_S_D	0.54	0.68			00-Jan-00	6.33	7.87													Predated		190664			
P19N392	278172325	TRES	Ithaca	Turkey_Hill	86	2019	Nestling	Unknown	Light	Light_Control	171		12	20	25.9	52.5	00-Jan-00	00-Jan-00	B_S_D	3.18	3.95			00-Jan-00	44.69	55.46		Dex	9	00-Jan-00				00-Jan-00	9.31	11.56			Predated		190665			
P19N393	278172326	TRES	Ithaca	Turkey_Hill	86	2019	Nestling	Unknown	Light	Light_Control	171		12	20.5	25	51.5	00-Jan-00	00-Jan-00	B_S_D	1.31	1.63			00-Jan-00	12.56	15.59		Dex	9.5	00-Jan-00				00-Jan-00	6.22	7.72			Predated		190666			
P19N394	278172327	TRES	Ithaca	Turkey_Hill	86	2019	Nestling	Unknown	Light	Light_Control	171		12	20.25	25.1	50.5	00-Jan-00	00-Jan-00	B_S_D	0.85	1.06			00-Jan-00	37.1	46.05													Predated		190667			
P19N395	278172476	TRES	Ithaca	Unit_4	18	2019	Nestling	Unknown	Light	Light	171		12	14.5	23.5	36	00-Jan-00	00-Jan-00	B_S_D	5.91	7.34			00-Jan-00	6.66	8.27		Dex	7										Fledged		190669			
P19N396	278172478	TRES	Ithaca	Unit_4	18	2019	Nestling	Unknown	Light	Light	171		12	18	24.5	38	00-Jan-00	00-Jan-00	B_S_D	12.99	16.13																		Fledged		190671			
P19N397	278172466	TRES	Ithaca	Unit_4	93	2019	Nestling	Unknown	Light	Light	171		12	24	26.2	52	00-Jan-00	00-Jan-00	B_S_D	1.2	1.5			00-Jan-00	36.52	45.33		Dex	11	00-Jan-00				00-Jan-00	7.26	9.01			Fledged		190673			
P19N398	278172467	TRES	Ithaca	Unit_4	93	2019	Nestling	Unknown	Light	Light	171		12	24	25	50.5	00-Jan-00	00-Jan-00	B_S_D	0.59	0.74			00-Jan-00	40.17	49.86		Dex	11	00-Jan-00				00-Jan-00	9.59	11.9			Fledged		190674			
P19N399	278172468	TRES	Ithaca	Unit_4	93	2019	Nestling	Unknown	Light	Light	171		12	24	25.7	51	00-Jan-00	00-Jan-00	B_S_D	1.36	1.69																		Fledged		190675			
P19N400	278172471	TRES	Ithaca	Unit_4	71	2019	Nestling	Unknown	Light	Light_Control	171		12	22.5	24.8	53	00-Jan-00	00-Jan-00	B_S_D	5.19	6.45			00-Jan-00	51.87	64.37		Dex	10.5	00-Jan-00				00-Jan-00	3.89	4.84			Fledged		190678			
P19N401	278172472	TRES	Ithaca	Unit_4	71	2019	Nestling	Unknown	Light	Light_Control	171		12	23	26.6	58	00-Jan-00	00-Jan-00	B_S_D	1.28	1.6			00-Jan-00	37.54	46.59		Dex	10.5	00-Jan-00				00-Jan-00	5.13	6.37			Fledged		190679			
P19N402	278172474	TRES	Ithaca	Unit_4	71	2019	Nestling	Unknown	Light	Light_Control	171		12	22	25.8	55	00-Jan-00	00-Jan-00	B_S_D	3.51	4.36			00-Jan-00	33.38	41.43		Dex	10	00-Jan-00				00-Jan-00	8.73	10.84			Fledged		190681			
P19N414	281128766	TRES	Ithaca	Unit_2	9	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	172		12	17	24.7	38	00-Jan-00	00-Jan-00	B_S_D	2.85	3.01	195		00-Jan-00	26.03	27.53	216	Dex	7.5	00-Jan-00				00-Jan-00	2.79	2.96	166		Fledged		190727			
P19N415	281128767	TRES	Ithaca	Unit_2	9	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	172		12	18	23.6	35	00-Jan-00	00-Jan-00	B_S_D	4.13	4.37	142		00-Jan-00	22	23.28	180	Dex	8	00-Jan-00				00-Jan-00	1.66	1.76	178		Died		190728			
P19N416	281128760	TRES	Ithaca	Unit_2	57	2019	Nestling	Unknown	Color_Stressor	Predator_Control	172		12	16	24	41	00-Jan-00	00-Jan-00	B_S_D	8.96	9.48	214		00-Jan-00	4.86	5.15	247	Dex	7	00-Jan-00				00-Jan-00	4.11	4.35	194		Died		190729			
P19417	281128762	TRES	Ithaca	Unit_2	57	2019	Nestling	Unknown	Color_Stressor	Predator_Control	172		12	13	23.9	32.5	00-Jan-00	00-Jan-00	B_S_D		0.47	228		00-Jan-00	1.05	1.12	267	Dex	6	00-Jan-00				00-Jan-00	4.06	4.3	207		Died		190731			
P19N418	281128763	TRES	Ithaca	Unit_2	57	2019	Nestling	Unknown	Color_Stressor	Predator_Control	172		12	14.5	24.2	33	00-Jan-00	00-Jan-00	B_S_D	3.55	3.76	198		00-Jan-00	13.72	14.51	203	Dex	7	00-Jan-00				00-Jan-00	3.25	3.44	199		Died		190732			
P19N419	281128764	TRES	Ithaca	Unit_2	57	2019	Nestling	Unknown	Color_Stressor	Predator_Control	172		12	15	24.1	36	00-Jan-00	00-Jan-00	B_S_D	5.78	6.11	188		00-Jan-00	8.63	9.13	232	Dex	7	00-Jan-00				00-Jan-00	3.85	4.07	224		Died		190733			
P19N420	278172479	TRES	Ithaca	Unit_4	12	2019	Nestling	Unknown	Light	Light	172		12	16.5	23.3	32	00-Jan-00	00-Jan-00	B_S_D	0.6	0.64			00-Jan-00	41.89	44.31		Dex	7.5	00-Jan-00				00-Jan-00	6.36	6.73			Fledged		190734			
P19N421	278172480	TRES	Ithaca	Unit_4	12	2019	Nestling	Unknown	Light	Light	172		12	17.5	24	35	00-Jan-00	00-Jan-00	B_S_D	0.87	0.93			00-Jan-00	34.61	36.61		Dex	8	00-Jan-00				00-Jan-00	3.4	3.6			Fledged		190735			
P19N422	278172481	TRES	Ithaca	Unit_4	12	2019	Nestling	Unknown	Light	Light	172		12	16	24.5	31	00-Jan-00	00-Jan-00	B_S_D	8.41	8.9			00-Jan-00	46.06	48.72		Dex	7	00-Jan-00				00-Jan-00	8.36	8.85			Fledged		190736			
P19N423	272108042	TRES	Ithaca	Unit_1	329	2019	Adult	M			173	1	AHY	16.75	29.6	118	00-Jan-00							00-Jan-00														00-Jan-00			190738			
P19N424	281128523	TRES	Ithaca	Unit_1	319	2019	Adult	M			173	1	AHY	15.75	29.2	120	00-Jan-00							00-Jan-00														00-Jan-00			190739			
P19N425	281128677	TRES	Ithaca	Unit_1	58	2019	Nestling	Unknown	Color_Stressor	Predator_Control	173		12	22	25.7	54	00-Jan-00	00-Jan-00	B_S_D	1.32	1.4	209		00-Jan-00	17.08	18.07	227	Dex	10	00-Jan-00				00-Jan-00	3.2	3.39	252		Fledged		190740			
P19N426	281128678	TRES	Ithaca	Unit_1	58	2019	Nestling	Unknown	Color_Stressor	Predator_Control	173		12	20.5	24.5	48	00-Jan-00	00-Jan-00	B_S_D	6.7	7.09	188		00-Jan-00	16.05	16.97	171	Dex	9.5	00-Jan-00				00-Jan-00	7.56	8	254		Died		190741			
P19N427	281128679	TRES	Ithaca	Unit_1	58	2019	Nestling	Unknown	Color_Stressor	Predator_Control	173		12	22.5	26.3	54	00-Jan-00	00-Jan-00	B_S_D	0.09	0.47	193		00-Jan-00	23.05	24.38	217	Dex	10	00-Jan-00				00-Jan-00	2.09	2.21	217		Fledged		190742			
P19N428	281128680	TRES	Ithaca	Unit_1	86	2019	Nestling	Unknown	Color_Stressor	Predator_Control	173		12	13	23.3	35	00-Jan-00	00-Jan-00	B_S_D	0.01	0.47	176		00-Jan-00	0.98	1.05	171	Dex	6	00-Jan-00				00-Jan-00	2.91	3.08	176		Fledged		190743			
P19N429	281128681	TRES	Ithaca	Unit_1	86	2019	Nestling	Unknown	Color_Stressor	Predator_Control	173		12	17	24.6	37	00-Jan-00	00-Jan-00	B_S_D	1.17	1.24	186		00-Jan-00	4.8	5.08	228	Dex	7.5	00-Jan-00				00-Jan-00	2.74	2.9	199		Fledged		190744			
P19N430	281128682	TRES	Ithaca	Unit_1	86	2019	Nestling	Unknown	Color_Stressor	Predator_Control	173		12	16	24.1	42	00-Jan-00	00-Jan-00	B_S_D	4.44	4.71	180		00-Jan-00	41.02	43.38	187	Dex	7	00-Jan-00				00-Jan-00	3.56	3.77	200		Fledged		190745			"The post-injection bleed time ""2:03:00 PM"" is not listed on the sheet and may have just been assumed."
P19N431	281128525	TRES	Ithaca	Unit_2	78	2019	Nestling	Unknown	Color_Stressor	Predator_Control	173		12	20	25.3	47	00-Jan-00	00-Jan-00	B_S_D	12.05	12.75	233		00-Jan-00	45.98	48.63	252	Dex	9	00-Jan-00				00-Jan-00	3.82	4.04	190		Fledged		190747			
P19N432	281128526	TRES	Ithaca	Unit_2	78	2019	Nestling	Unknown	Color_Stressor	Predator_Control	173		12	15.75	24.7	47	00-Jan-00	00-Jan-00	B_S_D	7.64	8.08	163		00-Jan-00	40.91	43.27	236	Dex	7	00-Jan-00				00-Jan-00	5.59	5.92	190		Fledged		190748			
P19N433	281128531	TRES	Ithaca	Unit_2	85	2019	Nestling	Unknown	Color_Stressor	Control_Dull	173		12	19.9	25.4	53	00-Jan-00	00-Jan-00	B_S_D	3.25	3.44	170		00-Jan-00	2.73	2.89	250	Dex	9	00-Jan-00				00-Jan-00	3.2	3.39	241		Fledged		190753			
P19N434	278172482	TRES	Ithaca	Unit_4	95	2019	Nestling	Unknown	Light	Light	173		12	21.5	24.4	49	00-Jan-00	00-Jan-00	B_S_D	2.19	2.72			00-Jan-00	59.19	73.46		Dex	10	00-Jan-00				00-Jan-00	5.62	6.98			Fledged		190754			
P19N435	278172483	TRES	Ithaca	Unit_4	95	2019	Nestling	Unknown	Light	Light	173		12	19.5	24.5	48	00-Jan-00	00-Jan-00	B_S_D	1.95	2.43			00-Jan-00	40.32	50.05		Dex	9	00-Jan-00				00-Jan-00	19.65	24.4			Fledged		190755			"483 RFID ""8E"" or ""87"""
P19N436	278172484	TRES	Ithaca	Unit_4	95	2019	Nestling	Unknown	Light	Light	173		12	23.5	25.7	52	00-Jan-00	00-Jan-00	B_S_D	1.1	1.37			00-Jan-00	22.92	28.44		Dex	11	00-Jan-00				00-Jan-00	25.24	31.33			Fledged		190756			
P19N437	278172485	TRES	Ithaca	Unit_4	95	2019	Nestling	Unknown	Light	Light	173		12	20	24.3	49	00-Jan-00	00-Jan-00	B_S_D		0.47			00-Jan-00	13.92	17.28		Dex	9	00-Jan-00				00-Jan-00	0.23	0.47			Fledged		190757			
P19N438	278172486	TRES	Ithaca	Unit_4	95	2019	Nestling	Unknown	Light	Light	173		12	16	23.8	39	00-Jan-00	00-Jan-00	B_S_D	11.09	13.77			00-Jan-00	37.79	46.91		Dex	7	00-Jan-00				00-Jan-00	4.27	5.31			Fledged		190758			
P19N439	281128440	TRES	Ithaca	Unit_2	54	2019	Nestling	Unknown	Color_Stressor	Predator_Control	173		12	15	23.7	46	00-Jan-00	00-Jan-00	B_S_D	1.16	1.24	258		00-Jan-00	13.2	13.96	254	Dex	6.5	00-Jan-00				00-Jan-00	3.11	3.29	237		Fledged		190759			
P19N440	281128442	TRES	Ithaca	Unit_2	54	2019	Nestling	Unknown	Color_Stressor	Predator_Control	173		12	13	21		00-Jan-00	00-Jan-00	B_S_D	3.62	3.83	258		00-Jan-00	3.09	3.28	262	Dex	5.5	00-Jan-00				00-Jan-00	4.11	4.36	293		Fledged		190761			
P19N441	281128443	TRES	Ithaca	Unit_2	54	2019	Nestling	Unknown	Color_Stressor	Predator_Control	173		12	16.5	24.1	45	00-Jan-00	00-Jan-00	B_S_D	10.39	10.99	261		00-Jan-00	8.32	8.81	249	Dex	7.5	00-Jan-00				00-Jan-00	2.28	2.42	284		Fledged		190762			
P19N442	281128444	TRES	Ithaca	Unit_2	54	2019	Nestling	Unknown	Color_Stressor	Predator_Control	173		12	18	24.2	51	00-Jan-00	00-Jan-00	B_S_D	2.07	2.19	192		00-Jan-00	5.58	5.91	301	Dex	8	00-Jan-00				00-Jan-00	2.69	2.85	273		Fledged		190763			
P19N443	281128445	TRES	Ithaca	Unit_2	54	2019	Nestling	Unknown	Color_Stressor	Predator_Control	173		12	20.75	25	53	00-Jan-00	00-Jan-00	B_S_D	2.41	2.55	204		00-Jan-00	16.84	17.81	281	Dex	9.5	00-Jan-00				00-Jan-00	1.97	2.09	256		Fledged		190764			
P19N444	281128437	TRES	Ithaca	Unit_2	31	2019	Nestling	Unknown	Color_Stressor	Control_Control	173		12	21	23.8	42	00-Jan-00	00-Jan-00	B_S_D	1.1	1.17	287		00-Jan-00	8.76	9.27	259	Dex	9.5	00-Jan-00				00-Jan-00	3.14	3.33	266		Fledged		190765			
P19N445	281128438	TRES	Ithaca	Unit_2	31	2019	Nestling	Unknown	Color_Stressor	Control_Control	173		12	20	22.1	48	00-Jan-00	00-Jan-00	B_S_D	6.61	7	227		00-Jan-00	0.71	0.76	231	Dex	9	00-Jan-00				00-Jan-00	3.45	3.65	284		Fledged		190766			
